ngc,ra,dec
N0767,29.09416667,-9.829722222
N0768,29.02845833,-0.286388889
N0769,29.17725,30.66730556
N0770,29.119125,18.71236111
N0771,29.77865833,72.18088889
N0772,29.14516667,18.76566667
N0773,29.10458333,-11.75777778
N0774,29.22033333,13.76588889
N0775,29.06291667,-26.53555556
N0776,29.27675,23.402
N0777,29.33779167,31.18775
N0778,29.35675,31.07122222
N0779,29.30083333,-6.206111111
N0780,29.43227917,27.98361111
N0781,29.36629167,12.41369444
N0782,28.99029167,-58.03361111
N0783=I1765,29.55083333,31.64094444
N0784,29.60420833,28.5975
N0785=I1766,29.69045833,31.58530556
N0786,29.6735,15.40544444
N0787,29.58416667,-9.243888889
N0788,29.6527625,-7.056922222
N0789,29.88041667,31.83166667
N0790,29.7125,-5.611388889
N0791,29.77320833,8.258611111
N0792,29.88425,15.4715
N0793,29.99916667,31.74055556
N0794=I0191,29.93579167,18.13208333
N0795,29.52,-56.06666667
N0796,29.0275,-74.46305556
N0797,30.11565833,37.87727778
N0798,30.10308333,31.83752778
N0799,29.91129167,-0.341666667
N0800,29.90929167,-0.371222222
N0801,30.18579167,38.01952778
N0802,29.4775,-68.11222222
N0803,30.25620833,15.79147222
N0804=I1773,30.284625,30.59341667
N0805,30.40475417,28.57305833
N0806,30.26458333,-10.1725
N0806 comp,30.26958333,-10.16916667
N0807,30.51258333,28.74888889
N0808,30.40666667,-23.55277778
N0809,30.46045833,-8.974638889
N0810n,30.69583333,13.01388889
N0810n+s,30.69483333,13.01297222
N0810s,30.69508333,13.01244444
N0810se,30.69816667,13.01230556
N0811?,30.53041667,-10.34777778
N0812,30.93366667,44.33327778
N0812nw,30.93058333,44.33686111
N0812se,30.93833333,44.32972222
N0813,30.11916667,-68.68083333
N0814,32.05875,-16.00880556
N0815nw,32.06458333,-16.04777778
N0815nw+se,32.066,-16.04825
N0815se,32.06666667,-16.04888889
N0816,31.31484583,29.01915556
N0817,31.20516667,16.96452778
N0818,31.4275,38.54013889
N0819,31.42129167,28.99722222
N0820,31.42641667,14.1125
N0821,31.41925,10.75797222
N0822,31.15,-41.395
N0823=I1782,31.26341667,-25.67955556
N0823=I1782 *,31.26625,-25.67980556
N0824,31.18833333,-36.69055556
N0825,31.47820833,6.086972222
N0826,31.62683333,30.50319444
N0826 comp,31.62541667,30.50666667
N0827,31.57379167,7.735
N0828,31.77883333,38.95561111
N0829,31.55541667,-8.026944444
N0830,31.62416667,-8.003888889
N0831,31.73783333,5.860166667
N0832,32.00679167,35.30619444
N0833,31.72275,-10.36930556
N0834,32.00045833,37.43161111
N0835,31.73895833,-10.37202778
N0836,32.02400417,-22.29033611
N0837,31.98791667,-22.66583333
N0838,31.79620833,-10.38236111
N0839,31.81491667,-10.41966667
N0840,31.90695833,7.60965
N0841,32.068,37.26233333
N0842,31.84133333,-7.998361111
N0843,32.04875,31.86230556
N0844,31.90341667,5.814305556
N0845,32.326875,37.24269444
N0846=N0847,32.26354167,44.33369444
N0847=N0846,32.26354167,44.33369444
N0848,31.95958333,-10.55638889
N0849,31.967175,-22.55856111
N0850,32.17000417,-1.720588889
N0851,32.1505,3.5445
N0852,31.81625,-56.97333333
N0853,32.30641667,-9.539833333
N0854,32.34583333,-36.07083333
N0855,32.794375,27.64405556
N0856=N0859,32.77166667,-0.95075
N0857,32.60833333,-32.17833333
N0858,32.54708333,-22.70527778
N0859=N0856,32.77166667,-0.95075
N0860,33.01946667,30.54618056
N0861,33.21154167,35.68138889
N0862,32.75833333,-42.26694444
N0863=N0866=N0885,33.001425,-0.999575
N0864,33.20904167,5.7695
N0865,33.33891667,28.36852778
N0866=N0863=N0885,33.001425,-0.999575
N0867=N0875,33.62641667,1.013138889
N0868nw,33.35529167,-0.945166667
N0868se,33.35666667,-0.946111111
N0869,33.86666667,56.88358333
N0870,33.60791667,14.29138889
N0871,33.61366667,14.31688889
N0872,33.264875,-18.01361111
N0873,33.52541667,-11.58
N0874,33.43458333,-23.53722222
N0875=N0867,33.62641667,1.013138889
N0876,33.79125,14.2905
N0877,33.81691667,14.31430556
N0878,33.90375,-23.61416667
N0879,33.59791667,-9.194722222
N0880,33.98458333,-4.435555556
N0881,34.06666667,-6.869722222
N0882,34.2313,15.5849
N0883,34.150125,-7.020861111
N0884,34.6875,56.90013889
N0885=N0863=N0866,33.00139167,-0.999602778
N0885=N0866=N0863,33.00170833,-0.999361111
N0886,34.82833333,63.5475
N0887,34.29125,-16.29916667
N0888,33.99458333,-60.09222222
N0889,34.27916667,-41.97833333
N0890,34.75875,33.03775
N0891,34.85170833,#VALUE!
N0892,34.64541667,-23.34166667
N0893,34.49491667,-41.63305556
N0893 comp,34.471875,-41.62477778
N0894,34.76916667,-5.737777778
N0895,34.77625,-5.749166667
N0896,35.41958333,61.79388889
N0897,34.7425,-33.94944444
N0898,35.04945833,41.72469444
N0899,34.89333333,-21.05027778
N0900,35.16324583,26.28478611
N0901,35.17079167,26.32991667
N0902,34.99845833,-16.90566667
N0903,35.27945833,27.12994167
N0904,35.29925833,27.11601944
N0905,35.06566667,-8.946363889
N0906,35.53033333,41.86447222
N0907,35.17916667,-20.93861111
N0908,35.191375,-21.46016667
N0909,35.55745833,41.80994722
N0910,35.57525,41.59888889
N0911,35.6395,41.73108333
N0912,35.64130417,41.55285833
N0913,35.64958333,41.57388889
N0914,35.732875,41.91916667
N0915,35.71543333,26.99594722
N0916,35.72393333,27.01737778
N0917,35.789625,31.68727778
N0918,35.766875,18.272
N0919,35.844875,26.98697222
N0920,36.15495833,45.72316667
N0921,36.04625,-16.07166667
N0922,35.70291667,-25.01555556
N0923,36.10579167,41.75408333
N0924,35.99270833,20.27316667
N0925,36.07033333,#VALUE!
N0926,35.88891667,-0.556638889
N0927,35.97945833,11.93041667
N0928,36.195125,26.99702778
N0929,36.22083333,-12.31083333
N0930,36.25833333,20.11669444
N0931,36.31970833,31.088
N0932,36.2760625,20.10891389
N0933,36.51064167,45.68845833
N0934,36.24730417,-0.468513889
N0935,36.34704167,19.37611111
N0936,36.26870833,-1.379194444
N0937,36.57520833,42.02755556
N0938,36.43754167,20.06055556
N0939,36.11,-44.67055556
N0940,36.621375,31.4185
N0941,36.47908333,-1.374222222
N0942,36.6843125,-11.05855556
N0943,36.68141667,-11.05041667
N0944=I0228,36.07625,-14.74055556
N0945,36.54541667,-10.76138889
N0946,36.86732917,42.01078611
N0947,36.55570833,-19.26438889
N0948,36.57958333,-10.73611111
N0949,36.935625,36.91536111
N0950,36.69083333,-11.24777778
N0951,36.66625,-22.5725
N0952,37.06666667,34.51683333
N0953,37.054625,29.36755556
N0954,36.72333333,-41.62527778
N0955,37.00170833,-1.329833333
N0956,37.31916667,44.37361111
N0957,37.42916667,57.33347222
N0958,37.04583333,-3.161944444
N0959,37.33829167,35.27419444
N0960,37.30958333,-9.520833333
N0961=N1051=I0249,39.642,-7.149861111
N0962,37.43520833,27.85055556
N0963=I1808,37.0025,-4.437777778
N0964=I1814,37.257625,-36.25555556
N0965,37.52166667,-18.86
N0966,37.36708333,-20.10227778
N0967,37.4659625,-17.43695833
N0968,37.76762083,34.260925
N0969,37.7815,32.72761111
N0970,37.796875,32.75775
N0971,37.81375,32.76861111
N0972,37.81875,29.09272222
N0973,37.83379167,32.28602778
N0974,37.85639167,32.73558056
N0975,37.67579167,9.382333333
N0976,37.79329167,20.75788889
N0977,37.65666667,-10.97944444
N0978=N0978A,37.94458333,32.62713889
N0978a=N0978B,37.94833333,32.62305556
N0979,37.43833333,-44.74472222
N0980,38.03741667,40.70833333
N0981,37.6425,-11.19333333
N0982,38.063625,40.65144444
N0983=N1002,38.969875,34.40722222
N0984,37.96445,23.19448611
N0985,38.04368333,-9.005469444
N0986,37.89154167,-39.26469444
N0986A,37.67416667,-39.515
N0987,38.451875,33.11008333
N0988,38.25416667,-9.574722222
N0989,37.85252083,-16.73050833
N0990,38.39983333,11.42469444
N0991,38.26791667,-7.372222222
N0992,38.64833333,20.88402778
N0993=N0994,38.54458333,1.832861111
N0994=N0993,38.54458333,1.832861111
N0995,38.83745833,41.31330556
N0996,38.869125,41.43175
N0997nw,38.64666667,7.093611111
N0997se,38.64733333,7.089352778
N0998,38.65591667,7.119083333
N0999,38.90104167,41.455225
N1000,38.91150833,41.24439722
N1001,39.00545833,41.45647222
N1002=N0983,38.969875,34.40722222
N1003,39.02616667,40.65722222
N1004,38.77783333,1.758666667
N1005,39.0685,41.27813889
N1006=N1010,38.78875,-11.24194444
N1007,38.82066667,1.939333333
N1008,38.83376667,1.863469444
N1009,38.93195833,2.093888889
N1010=N1006,38.78875,-11.24194444
N1011,38.805875,-11.22191389
N1012,39.06908333,29.93647222
N1013,38.85580417,-11.72328889
N1014,38.89291667,-9.788333333
N1015,38.91204167,-1.534361111
N1016,38.93475,1.903055556
N1017,38.85166667,-11.22666667
N1018,38.93245833,-9.760416667
N1019,38.96816667,1.691777778
N1020,39.03666667,2.015277778
N1021,39.0525,2.001388889
N1022,39.01672917,-6.892844444
N1023,39.3155,#VALUE!
N1023A,39.37083333,38.84388889
N1024,39.12554167,10.63211111
N1025,38.69166667,-55.08111111
N1026,39.16949583,6.329038889
N1027=:I1824,39.69166667,61.36691667
N1028,39.23041667,10.62861111
N1029,39.22795833,10.57838889
N1030,39.26295833,17.80963889
N1031,38.77041667,-55.07611111
N1032,39.204875,-0.878583333
N1033,39.45438333,-8.991083333
N1034,38.9675,-16.025
N1035,39.25625,-8.346944444
N1036=I1828,39.41858333,19.08308333
N1037,39.35416667,-1.933583333
N1037?,38.8599625,-2.059772222
N1038,39.38083333,1.294388889
N1039,39.71666667,42.53358333
N1040=N1053,40.00270833,41.28827778
N1041,39.4818375,-5.654330556
N1042,39.486125,-8.647861111
N1043,39.54929167,1.128861111
N1044nw,39.60737917,8.5246
N1044se,39.612375,8.522277778
N1045,39.51666667,-11.49194444
N1046,39.63550833,8.505963889
N1047,39.52166667,-8.360833333
N1048=N1048B,39.54445833,-8.747388889
N1048Aa,39.535,-8.761305556
N1048Ab,39.53333333,-8.768611111
N1049,39.43241667,-34.47211111
N1050,39.88325,34.55072222
N1051=N0961=I0249,39.641875,-7.149833333
N1052,39.65535208,#VALUE!
N1053=N1040,40.00270833,41.28827778
N1054,39.86629167,18.00480556
N1055,39.79720833,#VALUE!
N1056,39.963875,28.36183333
N1057,40.00725833,32.27915833
N1058,40.09666667,37.12938889
N1059:,39.94958333,17.78361111
N1060,40.058125,32.21291667
N1061,40.06095833,32.25483333
N1062,40.09666667,32.25019444
N1063,39.91833333,-5.781111111
N1064,39.98683333,-9.575333333
N1065,39.93404167,-15.30485833
N1066,40.20275833,32.26328333
N1067,40.205125,32.30022222
N1068,40.02927917,#VALUE!
N1069,40.13583333,-8.500833333
N1070,40.18675,4.756305556
N1071,40.17083333,-8.986388889
N1072=I1837,40.23883333,-0.095305556
N1073,40.274,1.164472222
N1074,40.31291667,-16.50861111
N1075,40.3021,-16.41288056
N1076,40.27833333,-14.96611111
N1077=N1077A,40.708375,39.88013889
N1077B,40.71791667,39.88305556
N1078,40.42338333,-9.663775
N1079,40.39591667,-29.21463889
N1080,40.66629167,-4.921083333
N1081,40.68333333,-15.79777778
N1082,40.80787083,-8.390472222
N1082 comp,40.81291667,-8.393055556
N1083,40.82958333,-15.5675
N1084,40.88333333,-7.786944444
N1085,40.95397083,3.397697222
N1086,41.1825,41.03777778
N1087,40.966375,-0.708027778
N1088,41.073,15.99116667
N1088 comp,41.07641667,15.99336111
N1089,40.95125,-15.28297778
N1090,41.00141667,-0.455861111
N1091,40.76045833,-17.74313889
N1092,40.79100417,-17.75229167
N1093,41.3005,34.21166667
N1094,41.22625,-0.493444444
N1095,41.25220833,4.429138889
N1096,40.63,-60.12416667
N1097,41.04666667,-30.48419444
N1097A,41.00825,-30.43797222
N1098,40.64156667,-17.86994722
N1099,40.7425,-17.91863889
N1100,40.81791667,-17.89830556
N1101,41.40668333,4.370130556
N1102,41.23791667,-22.41694444
N1103,41.43083333,-14.1675
N1104,41.52170833,-0.478972222
N1105=I1840,40.33553333,-15.91789722
N1106,41.86220833,41.46569444
N1107,41.66520833,7.88575
N1108,41.54625,-8.158055556
N1109?=I1846,41.24816667,13.04725
N1110,41.675,-8.045555556
N1111?=I1850,41.47958333,13.05138889
N1112?=I1852,41.56741667,13.01605556
N1113?,41.8365,13.12111111
N1114,41.69625,-17.20027778
N1115,41.92125,13.06022222
N1116,41.964375,13.12866667
N1117:,42.12045833,12.97994444
N1118,41.89458333,-12.37055556
N1119,41.491125,-18.19536111
N1120=I0261,41.6748125,-14.67812222
N1121,42.02841667,-1.939638889
N1122=N1123,42.40129167,42.00072222
N1123=N1122,42.40129167,42.00072222
N1124,42.35041667,-25.90583333
N1125ne,42.33466667,-16.85569444
N1125sw,42.32254167,-16.86433333
N1126,42.44166667,-1.500555556
N1127,42.53134583,13.052475
N1128n,43.76241667,5.826916667
N1128n+s,43.762625,5.824638889
N1128s,43.76275,5.8225
N1129,42.805,41.37652778
N1130:,42.79258333,41.40261111
N1130?,42.81741667,41.40766667
N1131,42.8325,41.35602778
N1132,42.57966667,-1.478916667
N1133,42.565,-9.008611111
N1134,42.73741667,12.81113889
N1135,42.325,-55.13416667
N1136,42.35333333,-55.18055556
N1137,42.86104167,2.758722222
N1138,43.33170833,42.84613889
N1139,42.60381667,-14.73345556
N1140,43.0325,-10.23027778
N1141=N1143,43.15079167,-0.380222222
N1142=N1144,43.1608125,-0.385747222
N1143=N1141,43.15079167,-0.380222222
N1144=N1142,43.1608125,-0.385747222
N1145,43.06333333,-18.83805556
N1146,43.56416667,46.23
N1147,43.175,-9.31675
N1148,43.65408333,-7.886416667
N1149,43.71016667,-0.509694444
N1150,43.6672125,-15.24905556
N1151,43.6807,-15.21373333
N1152,43.77625,-7.959166667
N1153,43.89170833,3.162083333
N1154,43.92583333,-10.56277778
N1155,43.94875,-10.54944444
N1156,44.19441667,25.03961111
N1157,43.93970833,-15.31838889
N1158,43.70709167,-14.59596111
N1159,44.36975,42.96491667
N1160,44.469625,44.75763889
N1161,44.47341667,44.69994444
N1162,44.13541667,-12.5975
N1163,44.51166667,-17.35027778
N1164,44.67800833,42.38859444
N1165,44.18,-32.2975
N1166,44.464375,11.64488889
N1167,44.6470875,35.00793611
N1168,44.51479167,11.57477778
N1169,45.04675,46.19041667
N1170,44.87083333,26.86683333
N1171,45.16754167,43.20338889
N1172,44.81208333,-15.03305556
N1173,45.169,42.18891667
N1174=N1186,45.55304167,42.64158333
N1175,45.31366667,42.14522222
N1176,45.32358333,42.19919444
N1177=I0281,45.332125,42.16747222
N1178,45.340125,42.11938889
N1179,45.08833333,-19.09444444
N1180,44.87540833,-15.22658611
N1181,44.84125,-15.24916667
N1182=N1205,45.26208333,-9.865555556
N1183,45.37041667,42.17497222
N1184,47.27966667,80.60755556
N1185,45.13916667,-9.328055556
N1186=N1174,45.55304167,42.64158333
N1187,45.09925,-23.06258333
N1188,45.34579167,-15.67952778
N1189,45.26654167,-15.81830556
N1190,45.27425,-15.85716667
N1191,45.2943,-15.88051667
N1192,45.31007917,-15.87385
N1193,45.64583333,44.18344444
N1194,45.31854167,-1.298444444
N1195,45.28892083,-12.23459444
N1196,45.29908333,-12.27102778
N1197,45.725,43.86669444
N1198=I0282,45.73483333,41.65644444
N1199,45.32575,-15.80875
N1200,45.37925,-12.18641667
N1201,45.49083333,-26.26333333
N1202,45.6425,-6.685277778
N1203,45.72004167,-14.57427778
N1203ne,45.72083333,-14.57
N1204,45.57016667,-12.53561111
N1205=N1182,45.26208333,-9.865555556
N1206,45.93160417,-9.0258
N1207,46.26358333,38.19108333
N1208,45.94291667,-9.734166667
N1209,45.92833333,-15.80333333
N1210,46.14583333,-25.91
N1211,46.081,-0.987083333
N1212=I1883,46.61020833,40.70347222
N1213=I1881,46.51875,38.45986111
N1214,46.12704167,-9.736555556
N1215,46.18383333,-9.785138889
N1216,46.221125,-9.804305556
N1217,46.04916667,-39.22833333
N1217 comp,46.04708333,-39.21305556
N1218,46.45456667,3.920375
N1219,46.46908333,1.9175
N1220,47,53.15011111
N1221,46.44,-4.450555556
N1222,46.60708333,-3.145277778
N1223,46.4575,-4.329166667
N1224,46.98616667,41.17486111
N1225,46.57125,-4.291944444
N1226,46.98691667,35.198
N1227,46.99695833,35.13594444
N1228,46.49341667,-23.11408333
N1229,46.49141667,-23.15141667
N1230,46.5135,-23.17488889
N1231,46.03791667,-15.76166667
N1232,46.8745,-20.76883333
N1232A,46.94458333,-20.78916667
N1233=?N1235,47.32941667,39.13133333
N1234,46.80066667,-8.036
N1235?=N1233,47.32941667,39.13133333
N1236,47.18723333,10.62034722
N1237,46.92833333,-8.881388889
N1238,47.118075,-10.93628333
N1239,47.09279583,-2.741747222
N1240,47.59916667,30.32055556
N1241,47.20341667,-9.1105
N1242,47.2225,-9.090694444
N1243,47.24825,-9.133472222
N1244,46.46041667,-66.96722222
N1245,47.8125,47.05
N1246,46.59458333,-67.12888889
N1247,47.45708333,-10.66805556
N1248,47.58041667,-5.410555556
N1249,47.142125,-53.52436111
N1250,48.01479167,41.17038889
N1251,47.89241667,1.270944444
N1252:,47.36666667,-57.93355556
N1252?,47.34583333,-58.36888889
N1253,47.90833333,-3.008333333
N1253A,47.96841667,-2.986166667
N1254,47.94916667,2.492222222
N1255,47.84291667,-25.91055556
N1256,47.93666667,-22.17194444
N1257,48.4225,41.34555556
N1258,47.96416667,-21.96
N1259,48.49708333,41.20277778
N1260,48.53870833,41.22219444
N1261,47.723375,-55.40261111
N1262,48.30916667,-16.06388889
N1263,48.33083333,-15.28277778
N1264,48.67204167,41.33805556
N1264 comp,48.67958333,41.35833333
N1265,48.737,41.67561111
N1266,48.37166667,-2.610833333
N1267,48.860625,41.28602778
N1268,48.86191667,41.30708333
N1269=N1291,48.86941667,-41.29025
N1270,48.91591667,41.28872222
N1271,48.97108333,41.17172222
N1272,49.01175,41.30955556
N1273,49.03429167,41.35919444
N1274,49.09175,41.36825
N1275,49.12355333,#VALUE!
N1276,49.135,41.46138889
N1277,49.13695833,41.39277778
N1278=I1907,49.14816667,41.38288889
N1279,49.16791667,41.29888889
N1280,48.84820833,-0.351833333
N1281,49.19704167,41.44927778
N1282,49.22375,41.18666667
N1283,49.23745833,41.21811111
N1284,48.83752083,-10.47116389
N1285,48.85916667,-7.48
N1286,48.84024167,-7.799258333
N1287,49.00916667,-2.9125
N1288,48.8,-32.75944444
N1289=I0314,49.07458333,-2.154472222
N1290,49.26745833,-14.17035556
N1291=N1269,48.86941667,-41.29025
N1292,49.03208333,-27.79222222
N1293,49.5742375,41.21363889
N1294,49.588875,41.18125
N1295,49.42632917,-14.17830833
N1296,49.11583333,-13.24388889
N1297,49.2425,-19.28083333
N1298,49.42185417,-2.293719444
N1299,49.42333333,-6.441666667
N1300,49.354875,-19.59180556
N1301,49.57916667,-18.89527778
N1302,49.42583333,-26.24055556
N1303,49.55742917,-7.574225
N1304=N1307,49.6800375,-4.763066667
N1305,49.7145,-2.495944444
N1306,49.724125,-25.69152778
N1307=N1304,49.6800375,-4.763066667
N1308,49.98916667,-2.935
N1309,49.94629167,-15.57830556
N1310,49.78641667,-37.28086111
N1311,49.6625,-52.36694444
N1312,50.27954167,1.007194444
N1313,49.41391667,-66.67866667
N1313A,49.87916667,-66.88138889
N1314,50.04683333,-4.364638889
N1315,50.22126667,-21.55245833
N1316,50.1965375,-37.38565278
N1316A,50.42958333,-37.07936111
N1316B,50.43708333,-37.08427778
N1316C,50.76625,-37.18416667
N1317=N1318,50.20829167,-37.28086111
N1318=N1317,50.20829167,-37.28086111
N1319,50.42875,-21.70388889
N1320,50.57375,-3.217777778
N1321,50.57416667,-3.191111111
N1322,50.5985125,-3.094738889
N1323,50.6038875,-2.997555556
N1324,50.63916667,-5.921111111
N1325,50.55,-21.71972222
N1325A,50.64541667,-21.51194444
N1326,50.50416667,-36.64027778
N1326A,50.805,-36.53916667
N1326B,50.85083333,-36.55861111
N1327:,50.81125,-25.85469444
N1327?,50.66291667,-25.81555556
N1328,50.7880875,-4.29975
N1329,50.93875,-17.76555556
N1330,51.43375,41.50305556
N1331=I0324,51.0625,-21.52888889
N1332,51.016625,-21.50866667
N1333ne,51.55825,31.24408333
N1333sw,51.51979167,31.19486111
N1334,51.67066667,41.66130556
N1335,51.74620833,41.40205556
N1336,51.14833333,-35.88722222
N1337,51.41591667,-8.561861111
N1338,51.63375,-12.32527778
N1339,51.52541667,-32.45805556
N1340=N1344,51.57291667,-31.24030556
N1341,51.5175,-37.32194444
N1342,52.1,37.20011111
N1343,53.10529167,72.40680556
N1344=N1340,51.57291667,-31.24030556
N1345,51.81208333,-17.95
N1346,51.93616667,-5.713666667
N1347,51.87391667,-22.44994444
N1347 comp,51.8715,-22.46169444
N1348,52.60833333,51.23347222
N1349,52.2074375,4.211419444
N1350,52.29075,-33.79791667
N1351,52.15875,-35.02333333
N1351A,51.71666667,-35.34972222
N1352,52.32352083,-19.44721667
N1353,52.45791667,-20.98638889
N1354,52.54208333,-15.38972222
N1355,52.72708333,-5.166388889
N1356,52.296,-50.47891667
N1356 comp,52.29170833,-50.48944444
N1357,52.73541667,-13.83166667
N1358,52.79477917,-5.256805556
N1359,52.88666667,-19.65805556
N1360,52.779125,-26.0385
N1361,52.9580375,-6.431483333
N1362,52.9130125,-20.44917222
N1363,53.105,-10.00861111
N1364,53.14416667,-10.00472222
N1365,52.92369583,-36.30698056
N1366,52.96791667,-31.36027778
N1367=N1371,53.21904167,-25.09897222
N1368,53.1677375,-15.82175833
N1369,53.71291667,-36.42
N1370,53.25333333,-20.53888889
N1371=N1367,53.21904167,-25.09897222
N1372,53.67269583,-16.04575
N1373,53.26333333,-35.33611111
N1374,53.3375,-35.39138889
N1375,53.33791667,-35.43138889
N1376,53.65458333,-5.207222222
N1377,53.60833333,-21.065
N1378,53.51083333,-35.37555556
N1378n,53.51079167,-35.37352778
N1378s,53.510625,-35.37813889
N1379,53.535,-35.60555556
N1380,53.631375,-35.13997222
N1380A,53.71291667,-34.90277778
N1380B=N1382,53.80541667,-35.35805556
N1381,53.65083333,-35.45916667
N1382=N1380B,53.80541667,-35.35805556
N1383,53.84791667,-18.50194444
N1384,54.10195833,15.65733333
N1385,53.83195833,-24.66583333
N1386,53.7175,-36.16305556
