abell_num,ra,dec
1178,167.45,34.6
1179,167.475,23.96666667
1180,167.775,62.96666667
1181,167.375,-19.76666667
1182,167.575,31.78333333
1183,167.55,12.01666667
1184,167.8,50.3
1185,167.7,28.68333333
1186,168.475,75.4
1187,167.925,39.58333333
1188,167.85,21.53333333
1189,167.775,1.133333333
1190,167.95,40.85
1191,167.8,0.766666667
1192,168.15,59.26666667
1193,168.075,42.45
1194,168.05,30.71666667
1195,167.925,-4.916666667
1196,168.25,53.88333333
1197,168.15,36.48333333
1198,168.2,30.38333333
1199,168.15,20.08333333
0,0,0
1200,168.1,-3.15
1201,168.25,13.43333333
1202,168.425,47.51666667
1203,168.5,40.3
1204,168.375,17.6
1205,168.35,2.516666667
1206,168.375,-5.6
1207,168.925,67.7
1208,168.525,4.366666667
1209,168.625,12.9
1210,168.725,16.76666667
1211,168.7,-12.2
1212,169.3,57.45
1213,169.125,29.26666667
1214,169.225,-5.6
1215,169.875,4.35
1216,169.425,-4.466666667
1217,169.4,-25.21666667
1218,169.7,51.71666667
1219,169.6,16.7
1220,169.725,37.5
1221,169.975,62.68333333
1222,170.125,47.16666667
1223,170.2,45.91666667
1224,170.225,36.43333333
1225,170.325,53.76666667
1226,170.25,33.71666667
1227,170.4,48.03333333
1228,170.375,34.33333333
1229,170.525,46.15
1230,170.4,22.33333333
1231,170.575,49.71666667
1232,170.525,17.9
1233,170.45,-18.93333333
1234,170.6,21.4
1235,170.725,19.63333333
1236,170.7,0.466666667
1237,170.85,42.85
1238,170.75,1.1
1239,171,60.15
1240,170.875,43.11666667
1241,170.85,27.21666667
1242,170.8,16.96666667
1243,170.925,18.2
1244,171.05,45.41666667
1245,171,32.3
1246,170.95,21.43333333
1247,171,20.01666667
1248,170.925,-4.2
1249,171.35,68.03333333
1250,171.225,41.65
1251,171.175,17.5
1252,171.1,-8.783333333
1253,171.3,42.5
1254,171.725,71.06666667
1255,171.9,75.46666667
1256,171.35,-16.31666667
1257,171.525,35.31666667
1258,171.5,25.41666667
1259,171.55,5.25
1260,171.6,2.05
1261,171.875,48.31666667
1262,171.75,10.61666667
1263,171.7,-9.8
1264,171.8,17.13333333
1265,172.025,41.33333333
1266,172.025,36.56666667
1267,171.975,26.85
1268,172.1,23.85
1269,172.275,34.13333333
1270,172.375,54.05
1271,172.225,-9.6
1272,172.4,23.78333333
1273,172.325,-7.05
1274,172.425,19.88333333
1275,172.5,36.66666667
1276,172.525,33.01666667
1277,172.5,12.9
1278,172.55,20.46666667
1279,172.8,67.21666667
1280,172.625,34.66666667
1281,172.625,33.36666667
1282,172.675,39.98333333
1283,172.8,60.75
1284,172.725,35.03333333
1285,172.6,-14.56666667
1286,172.7,22.35
1287,172.95,66.76666667
1288,172.7,5.966666667
1289,172.9,60.75
1290,172.825,33.58333333
1291,173.025,56.01666667
1292,172.95,35.81666667
1293,172.975,39.05
1294,173.075,54.23333333
1295,172.9,-7.533333333
1296,172.925,-5.166666667
1297,173.425,76.21666667
1298,173.125,44.8
1299,173.1,33.96666667
1300,173,-19.9
1301,173.475,75.05
1302,173.35,66.4
1303,173.2,36.78333333
1304,173.2,35.45
1305,173.25,34.76666667
1306,173.3,46.6
1307,173.2,14.51666667
1308,173.225,-3.983333333
1309,173.25,-11.85
1310,173.45,39.83333333
1311,173.3,-24.05
1312,173.55,50.05
1313,173.55,17.06666667
1314,173.7,49.03333333
1315,174.025,71.91666667
1316,173.9,37.38333333
1317,173.775,-13.53333333
1318,174.1,54.95
1319,174.075,40.06666667
1320,173.975,-5.816666667
1321,174.15,48.06666667
1322,174.25,63.21666667
1323,174.05,-8.033333333
1324,174.275,57.08333333
1325,174.175,7.183333333
1326,174.275,40.16666667
1327,174.25,26.51666667
1328,174.4,37.36666667
1329,174.65,71.11666667
1330,174.6,49.51666667
1331,174.7,63.58333333
1332,174.5,-9.35
1333,174.825,49.86666667
1334,174.725,-4.316666667
1335,175.025,68.13333333
1336,174.85,32.4
1337,174.85,10.15
1338,175.1,18.23333333
1339,175.4,73.06666667
1340,175.225,44.86666667
1341,175.15,10.38333333
1342,175.175,10.06666667
1343,175.325,60.65
1344,175.2,-10.73333333
1345,175.3,10.68333333
1346,175.3,5.683333333
1347,175.25,-25.51666667
1348,175.3,-12.36666667
1349,175.525,55.35
1350,175.45,24.58333333
1351,175.625,58.53333333
1352,175.475,-21.46666667
1353,175.525,25.03333333
1354,175.55,10.15
1355,175.675,41.9
1356,175.625,10.43333333
1357,175.75,61.28333333
1358,175.7,8.216666667
1359,175.875,61.65
1360,175.775,11.01666667
1361,175.95,46.35
1362,175.9,7.483333333
1363,175.975,43.73333333
1364,175.925,-1.766666667
1365,176.1,30.9
1366,176.25,67.41666667
1367,176.125,19.83333333
1368,176.25,51.25
1369,176.2,42.35
1370,176.3,49.33333333
1371,176.375,15.53333333
1372,176.375,11.51666667
1373,176.375,-2.4
1374,176.5,49.73333333
1375,176.525,-8.25
1376,176.575,-1.083333333
1377,176.75,55.73333333
1378,176.7,23.5
1379,176.775,7.95
1380,176.875,25.4
1381,177.125,75.21666667
1382,177.1,71.43333333
1383,177.05,54.61666667
1384,177,22.55
1385,177.025,11.55
1386,177.1,-1.95
1387,177.2,51.61666667
1388,177.25,22.38333333
1389,177.35,-1.383333333
1390,177.4,12.25
1391,177.45,-12.3
1392,177.65,-0.583333333
1393,177.7,47
1394,177.775,42.38333333
1395,177.725,-8.483333333
1396,177.8,54.85
1397,177.8,33.51666667
1398,177.75,-7.666666667
1399,177.8,-3.1
0,0,0
1400,177.85,55.1
1401,178.025,37.26666667
1402,178.125,60.41666667
1403,178.075,28.38333333
1404,178.1,-2.816666667
1405,178.125,27.28333333
1406,178.325,67.88333333
1407,178.4,-1.75
1408,178.45,15.38333333
1409,178.525,49.06666667
1410,178.5,37.71666667
1411,178.825,-0.533333333
1412,178.95,73.46666667
1413,178.85,23.36666667
1414,178.875,16.28333333
1415,178.95,57.86666667
1416,178.975,10.76666667
1417,179.025,34.6
1418,179,-18.65
1419,179.075,-0.25
1420,179.15,26.08333333
1421,179.25,67.96666667
1422,179.3,-7.033333333
1423,179.35,33.65
1424,179.4,5.033333333
1425,179.55,26.38333333
1426,179.575,-13
1427,179.6,30.7
1428,179.6,9.85
1429,179.775,35.75
1430,179.875,49.78333333
1431,179.875,30.16666667
1432,179.925,68.1
1433,179.925,25.86666667
1434,180.075,-7.183333333
1435,180.1,10.68333333
1436,180.125,56.25
1437,180.125,3.333333333
1438,180.175,29.68333333
1439,180.2,50.45
1440,180.175,-23.38333333
1441,180.225,35.56666667
1442,180.275,15.2
1443,180.375,23.08333333
1444,180.425,30.01666667
1445,180.45,-0.166666667
1446,180.475,58.01666667
1447,180.525,23.81666667
1448,180.75,-6.833333333
1449,180.775,28.56666667
1450,180.775,-23.31666667
1451,180.825,-21.51666667
1452,180.9,51.73333333
1453,180.925,-4.65
1454,180.95,51.01666667
1455,180.975,27.98333333
1456,180.975,4.233333333
1457,181.025,52.41666667
1458,181.05,-5.066666667
1459,181.075,2.5
1460,181.125,53.28333333
1461,181.15,42.51666667
1462,181.2,15.05
1463,181.2,3.933333333
1464,181.225,26.71666667
1465,181.25,32.11666667
1466,181.25,22.61666667
1467,181.35,72.6
1468,181.4,51.41666667
1469,181.45,-7.116666667
1470,181.725,71.63333333
1471,181.85,52.6
1472,181.9,30.8
1473,181.95,30.6
1474,182,14.95
1475,182.025,24.4
1476,182.05,30.96666667
1477,182.225,64.06666667
1478,182.625,30.55
1479,182.525,-16.83333333
1480,182.675,30.85
1481,182.7,15.86666667
1482,182.75,-5.583333333
1483,182.725,35.28333333
1484,182.775,72.08333333
1485,182.875,-3.883333333
1486,182.95,30.56666667
1487,182.95,29.98333333
1488,183.125,-11.81666667
1489,183.125,27.48333333
1490,183.125,18.61666667
1491,183.25,7.883333333
1492,183.25,34.16666667
1493,183.325,6.033333333
1494,183.3,23.93333333
1495,183.35,29.23333333
1496,183.35,59.26666667
1497,183.525,26.65
1498,183.55,31.65
1499,183.55,14.75
1500,183.45,74.38333333
1501,183.525,63.21666667
1502,183.8,-8.233333333
1503,183.8,19.43333333
1504,183.825,27.51666667
1505,183.9,18.68333333
1506,183.95,31.76666667
1507,183.95,59.96666667
1508,184.025,17.48333333
1509,184.075,35.61666667
1510,184.125,27.18333333
1511,184.2,-19.25
1512,184.225,45.21666667
1513,184.25,72.81666667
1514,184.475,20.65
1515,184.675,27.96666667
1516,184.75,5.233333333
1517,184.8,-5.016666667
1518,184.75,63.5
1519,184.825,26.91666667
1520,184.9,-13.26666667
1521,184.9,-13.7
1522,184.975,49.18333333
1523,185.325,6.133333333
1524,185.425,7.833333333
1525,185.525,-1.15
1526,185.525,13.73333333
1527,185.7,12.21666667
1528,185.725,58.9
1529,185.825,61.21666667
1530,185.725,2.083333333
1531,186.025,57.7
1532,186.1,20.78333333
1533,186.15,0.9
1534,186.025,61.5
1535,186.35,-15.66666667
1536,186.225,77.11666667
1537,186.65,-25.83333333
1538,186.575,56.88333333
1539,186.575,62.55
1540,186.8,4.216666667
1541,186.85,8.833333333
1542,186.9,49.43333333
1543,186.95,30.36666667
1544,186.925,63.41666667
1545,187.05,47.4
1546,187,64.6
1547,187.15,26.75
1548,187.25,19.41666667
1549,187.25,28.93333333
1550,187.3,47.7
1551,187.425,36.65
1552,187.45,11.73333333
1553,187.7,10.56666667
1554,187.75,15.95
1555,188,-13.4
1556,188.325,-22.01666667
1557,188.15,62.83333333
1558,188.5,-13.58333333
1559,188.275,67.1
1560,188.525,15.16666667
1561,188.275,69.35
1562,188.55,41.16666667
1563,188.525,54.05
1564,188.75,1.833333333
1565,188.8,41.35
1566,188.75,64.36666667
1567,189.025,26.73333333
1568,188.95,53.4
1569,189.075,16.58333333
1570,189.1,19.8
1571,188.175,83.33333333
1572,189.175,-14.7
1573,189.175,-14.95
1574,189.225,-10.71666667
1575,189.325,26.81666667
1576,189.2,63.2
1577,189.475,-0.266666667
1578,189.525,43.06666667
1579,189.475,65.85
1580,189.25,77.93333333
1581,189.95,2.75
1582,189.85,52.1
1583,190.125,-15.95
1584,190.2,-18.56666667
1585,190.325,-16.48333333
1586,190.275,9.95
1587,190.3,27.55
1588,190.4,-4.783333333
1589,190.4,18.6
1590,190.025,73.15
1591,190.35,49.91666667
1592,190.5,29.8
1593,190.5,33.31666667
1594,190.55,27.5
1595,190.65,-16.41666667
1596,190.6,19.75
1597,190.275,72.23333333
1598,190.625,29.11666667
1599,190.7,2.816666667
0,0,0
1600,190.75,-17.26666667
1601,190.875,8.983333333
1602,190.875,27.3
1603,190.975,-15.55
1604,190.975,-23.1
1605,191,-20.91666667
1606,191.15,-11.98333333
1607,190.675,76.15
1608,191.4,33.4
1609,191.625,26.43333333
1610,191.775,30.03333333
1611,191.825,18.91666667
1612,191.925,-2.8
1613,191.85,35.56666667
1614,191.575,69.68333333
1615,191.925,48.88333333
1616,191.9,55.05
1617,191.9,59.2
1618,192.25,10.86666667
1619,192.3,28.51666667
1620,192.45,-1.583333333
1621,192.175,62.68333333
1622,192.4,49.83333333
1623,192.425,47.73333333
1624,192.575,8.65
1625,192.75,-20.78333333
1626,192.625,31.33333333
1627,192.775,13.33333333
1628,192.75,28.61666667
1629,192.9,3.933333333
1630,192.925,4.566666667
1631,193.2,-15.43333333
1632,193.25,28.81666667
1633,193.5,-26.38333333
1634,193.5,-6.683333333
1635,193.575,-8.933333333
1636,193.375,62.81666667
1637,193.475,50.81666667
1638,193.675,19
1639,193.75,10.16666667
1640,193.625,62.56666667
1641,193.95,28.45
1642,194.05,6.4
1643,193.975,44.08333333
1644,194.3,-17.35
1645,194.325,-14.86666667
1646,193.95,62.16666667
1647,194.375,20.1
1648,194.75,-26.61666667
1649,194.65,9.766666667
1650,194.7,-1.75
1651,194.85,-4.183333333
1652,194.925,-13.48333333
1653,194.9,11.35
1654,194.85,30.01666667
1655,194.575,65.38333333
1656,194.95,27.98333333
1657,195,19.6
1658,195.3,-3.433333333
1659,195.375,3.683333333
1660,195.3,50.33333333
1661,195.45,29.08333333
1662,195.625,8.316666667
1663,195.7,-2.516666667
1664,195.925,-24.21666667
1665,195.8,26.68333333
1666,195.7,51.9
1667,195.825,31.81666667
1668,195.975,19.26666667
1669,196.075,19.08333333
1670,196.075,20.33333333
1671,196.375,-22.65
1672,196.2,33.56666667
1673,196.125,51.51666667
1674,195.875,67.5
1675,196.325,34.55
1676,196.225,47.78333333
1677,196.475,30.9
1678,196.25,62.25
1679,196.65,31.8
1680,196.675,39.8
1681,196.25,71.86666667
1682,196.7,46.55
1683,196.55,71.86666667
1684,197.3,10.41666667
1685,197.2,34.75
1686,197.675,21.86666667
1687,197.45,58.4
1688,197.875,-4.683333333
1689,197.9,-1.366666667
1690,197.8,19.38333333
1691,197.85,39.2
1692,198.075,-0.933333333
1693,197.825,48.48333333
1694,197.9,34
1695,197.95,61.66666667
1696,198.15,49.55
1697,198.225,46.25
1698,198.525,-7.016666667
1699,198.725,-22.05
1700,198.675,28.71666667
1701,198.375,61
1702,198.625,45.11666667
1703,198.75,51.81666667
1704,198.6,64.58333333
1705,198.425,72.86666667
1706,199.075,41.38333333
1707,198.925,58.21666667
1708,199.225,46.48333333
1709,199.675,-21.46666667
1710,199.45,43.63333333
1711,199.675,10.96666667
1712,199.6,34.26666667
1713,199.8,58.06666667
1714,200.15,33.45
1715,200.2,37.73333333
1716,200.225,33.9
1717,200.2,41.43333333
1718,199.875,66.83333333
1719,200.325,36.38333333
1720,200.5,3.083333333
1721,200.55,19.38333333
1722,199.925,70.1
1723,200.525,37.2
1724,200.65,23
1725,200.975,-16.8
1726,200.8,17.08333333
1727,201.05,-23.05
1728,200.925,11.26666667
1729,201,-3.366666667
1730,200.9,21.45
1731,200.675,58.16666667
1732,201.25,-20.23333333
1733,201.525,2.2
1734,200.975,55.2
1735,201.525,12.38333333
1736,201.725,-27.11666667
1737,201.35,49.55
1738,201.275,57.6
1739,201.55,29.43333333
1740,201.525,41.65
1741,201.025,71.46666667
1742,201.825,13.56666667
1743,201.875,3.6
1744,201.475,59.3
1745,201.7,53.81666667
1746,201.95,35.45
1747,201.8,52.61666667
1748,202.45,18.41666667
1749,202.375,37.63333333
1750,202.725,-1.833333333
1751,202.825,-5.733333333
1752,202.725,31.76666667
1753,202.9,4.85
1754,203.025,-11.65
1755,202.925,15.96666667
1756,202.625,62.21666667
1757,203.375,-23.26666667
1758,203.125,50.51666667
1759,203.5,20.25
1760,203.525,20.21666667
1761,203.2,57.65
1762,203.9,23.1
1763,203.825,40.96666667
1764,203.675,59.91666667
1765,204.225,10.43333333
1766,204.275,32.46666667
1767,204,59.21666667
1768,204.675,-13.95
1769,204.8,27.76666667
1770,205.025,41.28333333
1771,205.55,-26.26666667
1772,205.525,-11.08333333
1773,205.525,2.25
1774,205.3,40.01666667
1775,205.475,26.36666667
1776,205.25,58.03333333
1777,204.85,71.61666667
1778,206.05,-11.13333333
1779,205.8,47.61666667
1780,206.15,2.883333333
1781,206.125,29.85
1782,206.225,13.7
1783,205.85,55.6
1784,206.4,5.75
1785,206.175,38.15
1786,206.375,44.98333333
1787,206.475,36.8
1788,206.3,53.76666667
1789,206.55,39.65
1790,206.575,54.03333333
1791,207.225,-25.45
1792,207,30.83333333
1793,207.075,32.28333333
1794,207.55,-26.33333333
1795,207.25,26.58333333
1796,207.575,-11.91666667
1797,207.375,25
1798,207.025,57.58333333
1799,207.35,35.43333333
0,0,0
1800,207.425,28.06666667
1801,207.65,5.316666667
1802,207.85,-26.71666667
1803,206.65,70.83333333
1804,207.3,49.23333333
1805,207.3,57.36666667
1806,207.725,21.3
1807,208.1,-9.75
1808,208.05,9.4
1809,208.325,5.15
1810,208.15,36.25
1811,207.45,71.01666667
1812,208.275,37.7
1813,208.375,35.51666667
1814,208.525,14.9
1815,208.6,4.016666667
1816,208.925,-26.36666667
1817,208.575,28.56666667
1818,208.6,26.88333333
1819,208.8,24.35
1820,209.075,10.76666667
1821,209,30.8
1822,209.625,-25.38333333
1823,209.175,44.91666667
1824,209.425,26.83333333
1825,209.5,20.65
1826,209.45,30.58333333
1827,209.55,21.7
1828,209.6,18.38333333
1829,209.55,38.28333333
1830,209.45,47.4
1831,209.8,27.98333333
1832,209.825,29.53333333
1833,210.05,4.616666667
1834,209.675,49.53333333
1835,210.25,2.866666667
1836,210.425,-11.6
1837,210.45,-11.15
1838,210.075,41.06666667
1839,210.625,-4.833333333
1840,210.375,30.58333333
1841,210.475,23.31666667
1842,210.55,17.8
1843,210.625,14.15
1844,210.675,10.51666667
1845,210.825,-9.1
1846,210.925,-25.36666667
1847,210.675,22.73333333
1848,209.525,74.11666667
1849,210.9,15.43333333
1850,210.95,9.133333333
1851,209.825,72.11666667
1852,211,15.76666667
1853,211.4,-19.76666667
1854,211.075,31.08333333
1855,211.25,47.08333333
1856,211.525,25.11666667
1857,212.1,-24.76666667
1858,211.975,-4.316666667
1859,211.3,60.1
1860,211.9,13.96666667
1861,211.875,27.81666667
1862,212.025,6.55
1863,211.9,27.26666667
1864,212.075,5.45
1865,211.475,58.66666667
1866,212.45,6.716666667
1867,212.275,31.15
1868,212.35,27.61666667
1869,212.325,29.45
1870,212.7,6.65
1871,213.1,-13.5
1872,212.25,61.95
1873,212.925,28.15
1874,212.925,29.75
1875,213.125,14.03333333
1876,213.375,-14.06666667
1877,212.6,59.78333333
1878,213.2,29.21666667
1879,212.625,63.6
1880,213.3,22.4
1881,213.55,6.85
1882,213.675,-0.333333333
1883,213.9,-23.25
1884,212.975,61.38333333
1885,213.45,43.66666667
1886,213.675,27.13333333
1887,214.125,17.58333333
1888,214.275,13.86666667
1889,214.175,30.71666667
1890,214.4,8.183333333
1891,214.375,28.03333333
1892,212.475,78.73333333
1893,213.25,74.33333333
1894,214.425,43.36666667
1895,213.6,71.23333333
1896,214.675,37.78333333
1897,215.25,-8.783333333
1898,215.15,25.15
1899,215.35,17.68333333
1900,215.275,36.01666667
1901,215.25,40.31666667
1902,215.45,37.28333333
1903,215.7,27.35
1904,215.525,48.55
1905,215.925,16.46666667
1906,215.95,17.41666667
1907,215.575,49.7
1908,215.975,26.41666667
1909,216.025,24.91666667
1910,216.1,25.2
1911,216.1,38.95
1912,216.4,26.75
1913,216.725,16.68333333
1914,216.5,37.83333333
1915,216.65,32.18333333
1916,217.1,-8.15
1917,217,20.03333333
1918,216.3,63.16666667
1919,217.425,5.4
1920,216.825,55.78333333
1921,217.325,23.1
1922,217.5,20.6
1923,217.5,19.63333333
1924,217.875,-22.36666667
1925,217.1,56.86666667
1926,217.65,24.65
1927,217.75,25.66666667
1928,218.05,4.533333333
1929,217.975,29.53333333
1930,218.15,31.61666667
1931,218,44.26666667
1932,218.05,47.1
1933,217.275,70.13333333
1934,218.35,29.45
1935,218.975,-19.31666667
1936,218.625,54.81666667
1937,218.6,58.26666667
1938,219.45,-0.266666667
1939,219.3,24.83333333
1940,218.875,55.15
1941,219.375,30.5
1942,219.65,3.666666667
1943,219.425,30.23333333
1944,219.45,30.41666667
1945,220.05,-22.28333333
1946,219.475,40.21666667
1947,219.525,39.43333333
1948,219.425,48.6
1949,220,18.13333333
1950,220.125,13.06666667
1951,216,83.3
1952,220.275,28.63333333
1953,220.475,13.28333333
1954,220.525,28.51666667
1955,221,-4.533333333
1956,220.725,31.65
1957,220.775,31.2
1958,220.8,30.96666667
1959,220.975,17.7
1960,221.125,19.33333333
1961,221.125,31.18333333
1962,220.725,55.2
1963,221.2,31.46666667
1964,221.7,-8.783333333
1965,221.3,36.45
1966,221.05,58.88333333
1967,221.8,9.766666667
1968,221.7,31.85
1969,220.975,63.68333333
1970,221.925,13.36666667
1971,222,14.8
1972,222.075,23.95
1973,222.075,27.45
1974,220.8,74.81666667
1975,221.575,69.15
1976,222.6,20.96666667
1977,223.05,-24.48333333
1978,222.7,14.6
1979,222.75,31.28333333
1980,222.875,22.66666667
1981,223.35,-24.36666667
1982,222.8,30.73333333
1983,223.175,16.75
1984,223.1,27.95
1985,223.325,5.933333333
1986,223.3,21.91666667
1987,223.225,32.36666667
1988,223.375,20.78333333
1989,223.6,5.7
1990,223.45,28.08333333
1991,223.625,18.63333333
1992,223.4,45.2
1993,223.975,1.85
1994,224.05,-5.833333333
1995,223.2,58.05
1996,224.35,-23.91666667
1997,223.975,20.06666667
1998,224.225,1.5
1999,223.525,54.31666667
0,0,0
2000,223.65,54.46666667
2001,224.25,22.75
2002,223.25,68.36666667
2003,224.675,19.45
2004,224.65,24.93333333
2005,224.675,27.81666667
2006,224.9,19.66666667
2007,224.725,38
2008,225,23.13333333
2009,225.075,21.36666667
2010,221.875,81.15
2011,224.95,49.75
2012,225.45,16.51666667
2013,224.7,60.5
2014,225.9,-16.03333333
2015,224.9,55.98333333
2016,225.675,11.2
2017,225.625,23.16666667
2018,225.3,47.26666667
2019,225.75,27.18333333
2020,225.95,7.916666667
2021,225.875,23.01666667
2022,226.075,28.41666667
2023,226.45,2.85
2024,226.375,47.11666667
2025,226.675,34.45
2026,227.15,-0.266666667
2027,226.825,42.76666667
2028,227.4,7.533333333
2029,227.75,5.766666667
2030,227.825,-0.083333333
2031,227.975,-11.18333333
2032,225.175,77.8
2033,227.875,6.366666667
2034,227.55,33.53333333
2035,228.025,-6.05
2036,227.875,18.06666667
2037,226.3,72.2
2038,228.05,15.23333333
2039,228.15,9.8
2040,228.2,7.433333333
2041,226.75,68.88333333
2042,227.85,36.55
2043,228.175,16.43333333
2044,228.225,14.31666667
2045,228.55,-2.75
2046,228.175,34.85
2047,225.825,78.11666667
2048,228.825,4.383333333
2049,228.675,31.78333333
2050,229.1,0.1
2051,229.2,-0.95
2052,229.2,7
2053,229.325,-0.683333333
2054,228.65,54.78333333
2055,229.7,6.2
2056,229.8,28.26666667
2057,230.25,-10.66666667
2058,228.45,71.85
2059,230.075,28.83333333
2060,230.575,-12.16666667
2061,230.325,30.65
2062,230.325,32.08333333
2063,230.75,8.633333333
2064,230.25,48.63333333
2065,230.675,27.71666667
2066,230.975,1.033333333
2067,230.8,30.9
2068,229.45,71.48333333
2069,231,29.88333333
2070,231.075,35.23333333
2071,231.175,37
2072,231.475,18.21666667
2073,231.425,28.41666667
2074,230.675,63.75
2075,229.925,74
2076,231.525,44.13333333
2077,231.025,62.03333333
2078,232.475,-13
2079,232.025,28.88333333
2080,231.9,41.73333333
2081,232.625,-10.98333333
2082,232.675,3.45
2083,232.35,30.75
2084,232.525,35.3
2085,232.9,7.366666667
2086,231.025,72.38333333
2087,231.175,71.6
2088,232.75,38.86666667
2089,233.175,28.01666667
2090,232.425,61.56666667
2091,233.575,10.23333333
2092,233.325,31.15
2093,233.575,37.03333333
2094,234.15,-2.033333333
2095,233.7,40.51666667
2096,233.85,37.33333333
2097,233.85,39.58333333
2098,232.775,69.51666667
2099,233.9,43.73333333
2100,234.1,37.63333333
2101,234.525,12.28333333
2102,233.1,70.16666667
2103,234.975,-2.166666667
2104,235.025,-3.3
2105,232.75,74.08333333
2106,234.75,33.66666667
2107,234.95,21.76666667
2108,235.025,17.88333333
2109,235.175,6.016666667
2110,234.925,30.7
2111,234.9,34.4
2112,234.975,36.28333333
2113,235.4,4.666666667
2114,235.1,43.01666667
2115,233.975,70.05
2116,235.55,42.83333333
2117,235.575,43.76666667
2118,235.625,41.81666667
2119,236.25,9.516666667
2120,235.975,34.5
2121,234.775,69.78333333
2122,236.125,36.13333333
2123,236.775,-8.166666667
2124,236.25,36.06666667
2125,235.25,66.3
2126,236.675,25.98333333
2127,234.425,76.25
2128,237.225,-3.05
2129,237.1,20.05
2130,236.975,36.56666667
2131,237.15,36.06666667
2132,235.875,70.21666667
2133,237.475,36.28333333
2134,236.15,71.01666667
2135,238.25,50.56666667
2136,238.325,51.11666667
2137,238.175,62.03333333
2138,239.15,33.75
2139,238.35,65.38333333
2140,239.15,48.65
2141,239.45,35.45
2142,239.575,27.21666667
2143,239.5,37.38333333
2144,238.15,70.51666667
2145,240.075,33.26666667
2146,239.025,66.33333333
2147,240.575,15.9
2148,240.825,25.46666667
2149,240.4,53.88333333
2150,239.35,71.38333333
2151,241.3,17.75
2152,241.35,16.45
2153,241.7,14.08333333
2154,240.625,65.1
2155,241.825,25
2156,240.15,73.2
2157,241.875,47.85
2158,242.05,43
2159,242.9,16.96666667
2160,242.875,29.93333333
2161,241.35,71.51666667
2162,243.125,29.53333333
2163,243.9,-6.116666667
2164,242.6,60.4
2165,243.55,26.66666667
2166,243.05,55.96666667
2167,243.575,38.43333333
2168,243.275,54.15
2169,243.525,49.13333333
2170,244.2,23.18333333
2171,242.625,71.65
2172,244.175,42.4
2173,245.075,8.9
2174,244.05,61.08333333
2175,245.1,29.91666667
2176,243.375,71.43333333
2177,245.25,25.75
2178,245.375,24.65
2179,245.05,42.41666667
2180,245.05,47.66666667
2181,242.65,77.48333333
2182,245.775,14.41666667
2183,245.375,42.71666667
2184,245.25,50.2
2185,244.2,70.6
2186,246.25,28.53333333
2187,246.075,41.25
2188,246.3,33.73333333
2189,244.725,72.43333333
2190,246.5,43.68333333
2191,246.925,25.86666667
2192,246.65,42.66666667
2193,247.05,21.76666667
2194,246.25,57.16666667
2195,246.65,48.53333333
2196,246.85,41.48333333
2197,247.05,40.9
2198,247.025,43.81666667
2199,247.15,39.51666667
0,0,0
2200,247.35,28.18333333
2201,246.75,55.45
2202,247.325,48.83333333
2203,245.725,73.35
2204,248.2,5.583333333
2205,248.125,12.88333333
2206,247.75,43.33333333
2207,246.925,65.41666667
2208,247.4,58.51666667
2209,246.1,73.56666667
2210,248.7,5.483333333
2211,248.525,40.93333333
2212,248.375,49.26666667
2213,249.125,41.28333333
2214,249.45,37.9
2215,249.525,48.05
2216,248.625,67.66666667
2217,250.175,27.9
2218,248.975,66.21666667
2219,250.1,46.68333333
2220,249.9,53.75
2221,250.275,43.25
2222,250.275,42.78333333
2223,250.625,27.41666667
2224,250.85,13.33333333
2225,249.925,55.75
2226,249.6,67.05
2227,250.775,51.26666667
2228,251.95,29.93333333
2229,250.7,65.61666667
2230,251.8,48.6
2231,251.625,56.5
2232,251.875,61.75
2233,253.125,43.16666667
2234,252.7,56.43333333
2235,253.75,40.01666667
2236,252.6,71.46666667
2237,253.825,55.23333333
2238,254.4,37.21666667
2239,253.8,58.9
2240,253.525,66.73333333
2241,254.925,32.55
2242,254.4,54.41666667
2243,255.45,35.06666667
2244,255.675,34.05
2245,255.675,33.53333333
2246,255.175,64.21666667
2247,251.85,81.56666667
2248,254.45,77.01666667
2249,257.425,34.45
2250,257.7,39.68333333
2251,258.15,24.8
2252,258.475,49.4
2253,258.775,38.66666667
2254,259.425,19.71666667
2255,258.125,64.1
2256,255.925,78.71666667
2257,259.5,32.58333333
2258,259.725,31.71666667
2259,260.05,27.65
2260,258.375,72.13333333
2261,260.625,32.15
2262,260.825,23.75
2263,260.8,26.93333333
2264,260.925,29.18333333
2265,257.85,77.43333333
2266,261.175,32.1
2267,260.75,61.01666667
2268,261.7,55.35
2269,261.95,49.16666667
2270,261.825,55.18333333
2271,259.325,78.01666667
2272,263.225,40.6
2273,263.45,42.38333333
2274,260.975,77.41666667
2275,264,53.18333333
2276,263.725,64.03333333
2277,263.1,70.9
2278,265.05,39.9
2279,265.9,24.75
2280,265.775,63.75
2281,265.75,64.65
2282,265.7,71.8
2283,266.125,69.65
2284,268.075,54.26666667
2285,268.575,42.83333333
2286,268.325,52.06666667
2287,265,79.58333333
2288,268.275,59.68333333
2289,268.5,58.08333333
2290,267.6,73.31666667
2291,269.225,51.15
2292,269.3,53.83333333
2293,270.325,57.63333333
2294,260.825,85.88333333
2295,269.975,69.21666667
2296,268.5,77.68333333
2297,271.475,42.36666667
2298,271.7,50.21666667
2299,272.275,43.95
2300,271.125,76.66666667
